n,coef_low,se_low,pvalue_low,ci_low_low,ci_high_low,coef_mod,se_mod,pvalue_mod,ci_low_mod,ci_high_mod,coef_high,se_high,pvalue_high,ci_low_high,ci_high_high
5590,-0.00873818595885939,0.041438941089637846,0.8329972356635921,-0.08997464224556255,0.07249827032784377,0.2066967432643324,0.05285568668819768,9.316513337815326e-05,0.10307902118351525,0.31031446534514956,0.023123927553304148,0.06618178083922223,0.7268020692964023,-0.10661812677409402,0.1528659818807023
